userid,gender,age,agegroup,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,longitude,latitude,country,district,province,city
user-drc-3460628-1274,Female,23,20 - 29,School,School,Satisfied,School,School,Roads,School,Daily,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-5176459-297,Female,23,20 - 29,School,Roads,Dissatisfied,School,School,Health clinic,Water,Daily,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-6047244-1271,Male,20,20 - 29,,Electricity,Neutral,Roads,Water,Sanitation,Water,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4295170-609,Male,28,20 - 29,School,School,Neutral,School,School,School,School,Once a week,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7969586-134,Male,28,20 - 29,Health clinic,Health clinic,Satisfied,School,Health clinic,Water,Water,Daily,Yes,Once a week,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-6684539-558,Male,36,30 - 39,School,Roads,Neutral,Health clinic,Water,,School,Once a week,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8367667-765,Male,35,30 - 39,Health clinic,Health clinic,Dissatisfied,Water,Electricity,Electricity,Electricity,Daily,No,Once a year,25.19615,0.519285,Democratic Republic of Congo,Tshopo,Oriental,Kisangani
user-drc-2573580-899,Male,30,30 - 39,Roads,Electricity,Dissatisfied,Health clinic,Roads,Roads,Roads,Once a week,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3656418-1662,Male,23,20 - 29,School,School,Neutral,School,School,School,School,Daily,Yes,Once a year,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7673445-900,Male,39,30 - 39,Roads,Roads,Satisfied,School,Sanitation,Roads,Electricity,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2860960-752,Male,26,20 - 29,School,Health clinic,Neutral,Health clinic,Health clinic,Water,Water,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8331770-559,Male,29,20 - 29,Water,Electricity,Neutral,School,Water,Water,School,Daily,Yes,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-8217049-1014,Female,26,20 - 29,Health clinic,Health clinic,Neutral,Health clinic,Sanitation,Sanitation,Health clinic,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-6438736-1623,Male,37,30 - 39,Electricity,Electricity,Neutral,Health clinic,Health clinic,Electricity,Roads,Daily,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-5769760-113,Male,27,20 - 29,Electricity,Health clinic,Dissatisfied,Roads,Sanitation,Sanitation,Health clinic,Daily,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2873254-654,Female,42,40 - 49,School,School,Neutral,School,School,School,Water,Daily,Yes,Once a week,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-6708339-1060,Male,48,40 - 49,Roads,School,Dissatisfied,Roads,Electricity,Health clinic,,Daily,No,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-1284210-1700,Male,22,20 - 29,Health clinic,Sanitation,Dissatisfied,Sanitation,Health clinic,Health clinic,School,Daily,Yes,Never,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-8525264-20,Male,37,30 - 39,School,Electricity,Satisfied,Electricity,Health clinic,Health clinic,Health clinic,Once a week,No,Never,26.73333,-10.98333,Democratic Republic of Congo,Haut-Katanga,Katanga,Likasi
user-drc-6587456-1514,Female,15,10 - 19,School,School,Satisfied,School,School,Electricity,Electricity,Daily,Yes,Once a month,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-9336126-1243,,21,20 - 29,Roads,Sanitation,Dissatisfied,School,Water,Roads,School,Less than once a month,No,Never,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-6649823-863,Male,36,30 - 39,School,Health clinic,Neutral,School,Water,Electricity,Sanitation,Daily,Yes,Once a week,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-9439454-372,Male,45,40 - 49,Water,Health clinic,Neutral,School,Electricity,Electricity,Electricity,Daily,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3782019-1187,Female,16,10 - 19,School,School,Neutral,School,School,School,School,Daily,Yes,,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-6068722-918,Female,18,10 - 19,School,Health clinic,Neutral,,Health clinic,Roads,School,Daily,Yes,Once a year,28.84508,-2.515364,Democratic Republic of Congo,Cathedrale,Sud Kivu,Bukavu
user-drc-7896561-1842,Male,22,20 - 29,School,School,Satisfied,School,Water,Electricity,Electricity,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-4130089-317,Male,23,20 - 29,Roads,Health clinic,Dissatisfied,Roads,Water,Water,Sanitation,Daily,Yes,Never,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-7555311-444,Male,45,40 - 49,Electricity,Sanitation,Dissatisfied,Health clinic,Water,School,School,Daily,No,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-4565071-908,Female,33,30 - 39,Sanitation,Sanitation,Neutral,Health clinic,Electricity,Electricity,Electricity,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7580781-1453,Male,27,20 - 29,Water,Electricity,Dissatisfied,Health clinic,Sanitation,Water,,Less than once a month,No,Once a year,22.40278,-5.892211,Democratic Republic of Congo,Lulua,Kasai Occidental,Kananga
user-drc-4964580-756,Male,25,20 - 29,School,Sanitation,Neutral,School,Water,Roads,Health clinic,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4459743-1236,Male,21,20 - 29,Water,Electricity,Dissatisfied,Water,Roads,Electricity,School,Once a week,No,Once a month,15.37167,-4.310395,Democratic Republic of Congo,,,
user-drc-3231884-494,Male,50,50+,School,Electricity,Satisfied,School,Roads,Roads,,Less than once a month,No,Once a week,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-9698261-1395,Male,27,20 - 29,Sanitation,Electricity,Dissatisfied,Roads,Health clinic,Health clinic,School,Daily,Yes,,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9995910-694,Male,28,20 - 29,Roads,Sanitation,Dissatisfied,Water,Water,Roads,Electricity,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8478115-965,Female,19,10 - 19,School,Health clinic,Neutral,School,Health clinic,Electricity,School,Once a week,Yes,Once a month,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-6753409-981,Female,24,20 - 29,Water,Health clinic,Neutral,Water,Water,Sanitation,School,Daily,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-6854280-960,Male,28,20 - 29,School,School,Neutral,School,Water,Water,School,Once a week,No,Once a week,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-8719779-115,Female,28,20 - 29,Health clinic,Electricity,Dissatisfied,Water,Electricity,School,Sanitation,Daily,No,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-8525337-328,Male,23,20 - 29,Roads,Health clinic,Dissatisfied,School,,Health clinic,School,Daily,Yes,Once a week,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-6998846-1465,Male,58,50+,Roads,Roads,Dissatisfied,Water,Health clinic,Health clinic,School,Daily,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-5994702-336,Male,32,30 - 39,Water,Electricity,Neutral,Water,Water,Health clinic,Health clinic,Daily,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1453250-243,Male,51,50+,Roads,School,Neutral,School,Water,Water,Water,Less than once a month,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7717390-30,Male,47,40 - 49,School,Roads,Dissatisfied,Roads,Electricity,Electricity,Electricity,Daily,Yes,Once a week,29.04599,-0.7917729,Democratic Republic of Congo,Beu,Nord Kivu,Beu
user-drc-3381837-1360,Male,49,40 - 49,Sanitation,,Dissatisfied,Water,Sanitation,Electricity,Water,Daily,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8610018-840,Female,27,20 - 29,School,Sanitation,Neutral,Health clinic,Water,School,School,Once a week,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2005040-606,Male,25,20 - 29,Water,Sanitation,Neutral,Electricity,Health clinic,Water,School,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1815052-396,Male,18,10 - 19,School,Health clinic,Satisfied,School,Health clinic,Water,Water,Daily,Yes,Never,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-3327979-1257,Male,28,20 - 29,Roads,Health clinic,Dissatisfied,Water,Electricity,School,Roads,Daily,Yes,Never,25.19615,0.519285,Democratic Republic of Congo,Tshopo,Oriental,Kisangani
user-drc-6506398-1417,Male,23,20 - 29,Sanitation,School,Neutral,Water,Sanitation,Sanitation,Sanitation,Less than once a month,Yes,Once a week,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-8203700-970,Male,30,30 - 39,Roads,Roads,Dissatisfied,Health clinic,School,Sanitation,Sanitation,Daily,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-1203360-484,Female,32,30 - 39,Water,Sanitation,Dissatisfied,School,Electricity,Electricity,Electricity,Less than once a month,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7579348-438,Male,37,30 - 39,Electricity,Electricity,Dissatisfied,Health clinic,Health clinic,Water,Health clinic,Once a week,No,Once a week,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-2475399-299,Male,37,30 - 39,Roads,Water,Neutral,Health clinic,Roads,Electricity,Electricity,Once a week,No,Once a year,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7059540-1587,Female,33,30 - 39,,Roads,Neutral,Health clinic,Electricity,Electricity,Sanitation,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-3012381-1323,Male,39,30 - 39,Health clinic,Electricity,Dissatisfied,Health clinic,Electricity,Electricity,Water,Less than once a month,Yes,Once a month,25.95,-2.95,Democratic Republic of Congo,Alungili,Maniema,Kindu
user-drc-4317531-814,Male,46,40 - 49,,School,Dissatisfied,Health clinic,Water,Sanitation,Water,Less than once a month,No,Once a week,17.3856,-3.315234,Democratic Republic of Congo,Kwilu,Bandundu,Bandundu
user-drc-4951689-1207,Male,33,30 - 39,Sanitation,Health clinic,Neutral,School,Health clinic,Water,Electricity,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-6309780-329,Male,40,40 - 49,,School,Dissatisfied,School,School,School,School,Daily,No,Never,30.70625,3.136882,Democratic Republic of Congo,Ituri,Oriental,Ariwara
user-drc-7016276-1672,Male,35,30 - 39,Sanitation,Electricity,Dissatisfied,School,Electricity,Electricity,Water,Daily,Yes,Once a week,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-2879680-1035,Female,41,40 - 49,School,Roads,Neutral,School,Water,Roads,School,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4701402-1742,Male,27,20 - 29,School,Electricity,Dissatisfied,Health clinic,Roads,School,School,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1252136-661,Male,34,30 - 39,Sanitation,Sanitation,Dissatisfied,Health clinic,Electricity,Electricity,Electricity,Once a week,No,Once a month,27.24787,-11.7619,Democratic Republic of Congo,Haut-Katanga,Katanga,Kipushi
user-drc-3478340-1151,Male,19,10 - 19,School,Sanitation,Neutral,Water,Sanitation,Electricity,School,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-3274392-982,Male,31,30 - 39,Roads,Electricity,Neutral,Roads,Roads,School,School,Daily,Yes,Once a month,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-1419575-771,Male,35,30 - 39,School,Electricity,Dissatisfied,Electricity,Health clinic,Water,School,Daily,Yes,Once a month,28.81598,-1.398429,Democratic Republic of Congo,Masisi,Nord Kivu,Masisi
user-drc-5333956-1703,Male,41,40 - 49,School,Sanitation,Dissatisfied,School,Sanitation,Roads,Electricity,Daily,No,Once a year,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-5862741-1053,Female,27,20 - 29,School,School,Neutral,School,Electricity,Health clinic,Water,Daily,Yes,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-1473602-1017,Male,18,10 - 19,School,Electricity,Dissatisfied,School,Sanitation,Roads,School,Daily,No,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-3515331-1295,Male,25,20 - 29,Roads,Health clinic,Satisfied,Sanitation,Sanitation,Sanitation,Water,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8014865-117,Male,46,40 - 49,School,Electricity,Dissatisfied,Health clinic,School,School,Roads,Daily,No,Never,26.04139,-3.073093,Democratic Republic of Congo,,Maniema,
user-drc-1364239-385,Male,17,10 - 19,School,Health clinic,Neutral,School,Electricity,Electricity,Sanitation,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-5232005-785,Male,23,20 - 29,Electricity,School,Dissatisfied,Water,Electricity,Electricity,Electricity,Daily,Yes,,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7877056-703,Male,27,20 - 29,Electricity,Electricity,Dissatisfied,School,Electricity,Roads,Roads,Once a week,Yes,Once a month,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-8780604-1523,Male,30,30 - 39,Roads,Health clinic,Dissatisfied,Roads,Electricity,,School,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-1883333-1365,Male,58,50+,Roads,Roads,Neutral,Water,Water,Roads,Water,Daily,Yes,Never,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-8563057-642,Male,28,20 - 29,Roads,Roads,Dissatisfied,School,Electricity,Electricity,Electricity,Daily,Yes,Once a month,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-9315489-1526,Female,19,10 - 19,School,School,Satisfied,Health clinic,Roads,Roads,Sanitation,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8617017-712,Female,29,20 - 29,Water,Electricity,Dissatisfied,School,Electricity,Sanitation,Water,,Yes,Never,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-8870773-1319,Male,38,30 - 39,Roads,Health clinic,Dissatisfied,Water,Water,Roads,Health clinic,Daily,Yes,,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-3464827-1551,Male,69,50+,Roads,Roads,Neutral,School,Electricity,Sanitation,Health clinic,Daily,No,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-2269786-1479,Male,25,20 - 29,Roads,Water,Dissatisfied,Water,Electricity,Electricity,,Daily,Yes,Never,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-7995394-544,Male,27,20 - 29,School,Electricity,Dissatisfied,School,Sanitation,School,School,Once a week,No,Never,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-7997068-1348,Female,33,30 - 39,Health clinic,Electricity,Dissatisfied,Health clinic,Electricity,Water,Electricity,Once a week,Yes,Once a year,23.58983,-6.136985,Democratic Republic of Congo,Tshilenge District,Kasai Oriental,Mbuji-Mayi
user-drc-2116141-595,Male,25,20 - 29,School,School,Dissatisfied,School,School,Roads,School,Once a week,Yes,Never,29.76615,-7.03982,Democratic Republic of Congo,Tanganyika,Katanga,Moba
user-drc-5695887-870,Female,20,20 - 29,School,School,Neutral,School,Sanitation,Sanitation,School,Daily,No,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7377529-24,Female,25,20 - 29,School,Sanitation,Neutral,Sanitation,School,Sanitation,School,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8370347-1195,Male,30,30 - 39,School,School,Satisfied,School,School,Water,School,Daily,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3040656-1278,Male,38,30 - 39,School,Health clinic,Dissatisfied,Roads,Water,Health clinic,Electricity,Less than once a month,Yes,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-3470637-822,Male,30,30 - 39,Health clinic,Water,Neutral,Health clinic,Health clinic,Health clinic,School,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-3145095-1307,Male,37,30 - 39,Water,Water,Satisfied,School,Water,School,School,Daily,Yes,Once a week,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-9941229-517,Male,48,40 - 49,Water,Water,Neutral,Health clinic,Roads,Roads,Water,,Yes,Once a month,27.60828,2.772236,Democratic Republic of Congo,Haut-Uele,Oriental,Isiro
user-drc-8204845-1308,Female,25,20 - 29,School,School,Satisfied,School,School,Electricity,Health clinic,Daily,Yes,Once a week,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-8511767-1753,Male,26,20 - 29,,Health clinic,Dissatisfied,Health clinic,Water,School,School,Daily,No,Never,29.46667,-8.066667,Democratic Republic of Congo,Haut-Katanga,Katanga,Mutanda
user-drc-4337721-704,Male,21,20 - 29,School,Health clinic,Neutral,School,School,School,Roads,Daily,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-6045784-312,Male,25,20 - 29,School,School,Satisfied,Roads,Water,Roads,Water,Daily,Yes,Once a year,25.19615,0.519285,Democratic Republic of Congo,Tshopo,Oriental,Kisangani
user-drc-3856930-1783,Male,22,20 - 29,School,School,Satisfied,School,Electricity,Roads,Roads,Daily,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-6235987-718,Female,19,10 - 19,School,Roads,Dissatisfied,School,Health clinic,Water,Water,Once a week,Yes,Once a month,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-1605765-1314,Male,36,30 - 39,Roads,Roads,Dissatisfied,Sanitation,Health clinic,Electricity,Health clinic,Daily,No,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-8317073-818,Male,67,50+,Sanitation,School,Dissatisfied,Health clinic,Roads,Water,School,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4921517-226,Male,62,50+,Roads,Health clinic,Dissatisfied,Roads,,Health clinic,School,Daily,No,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
